CLID	NAME	1X	2X	3X	4X	5X	BT474	MCF7	SKBR3	T47D	NORWAY 7	NORWAY 10	NORWAY 11	NORWAY 12	NORWAY 14	NORWAY 15	NORWAY 16	NORWAY 17	NORWAY 18	NORWAY 19	NORWAY 26	NORWAY 27	NORWAY 39	NORWAY 41	NORWAY 47	NORWAY 48	NORWAY 53	NORWAY 56	NORWAY 57	NORWAY 61	NORWAY 65	NORWAY 100	NORWAY 101	NORWAY 102	NORWAY 104	NORWAY 109	NORWAY 111	NORWAY 112	STANFORD 2	STANFORD 14	STANFORD 16	STANFORD 17	STANFORD 23	STANFORD 24	STANFORD 35	STANFORD 38	STANFORD A	BT474 (mRNA)	MCF7 (mRNA)	SKBR3 (mRNA)	T47D (mRNA)	NORWAY 7 (mRNA)	NORWAY 10 (mRNA)	NORWAY 11 (mRNA)	NORWAY 12 (mRNA)	NORWAY 14 (mRNA)	NORWAY 15 (mRNA)	NORWAY 16 (mRNA)	NORWAY 17 (mRNA)	NORWAY 18 (mRNA)	NORWAY 19 (mRNA)	NORWAY 26 (mRNA)	NORWAY 27 (mRNA)	NORWAY 39 (mRNA)	NORWAY 41 (mRNA)	NORWAY 47 (mRNA)	NORWAY 48 (mRNA)	NORWAY 53 (mRNA)	NORWAY 56 (mRNA)	NORWAY 57 (mRNA)	NORWAY 61 (mRNA)	NORWAY 65 (mRNA)	NORWAY 100 (mRNA)	NORWAY 101 (mRNA)	NORWAY 102 (mRNA)	NORWAY 104 (mRNA)	NORWAY 109 (mRNA)	NORWAY 111 (mRNA)	NORWAY 112 (mRNA)	STANFORD 2 (mRNA)	STANFORD 14 (mRNA)	STANFORD 16 (mRNA)	STANFORD 17 (mRNA)	STANFORD 23 (mRNA)	STANFORD 24 (mRNA)	STANFORD 35 (mRNA)	STANFORD 38 (mRNA)	STANFORD A (mRNA)
IMAGE:279333	chr17|nt22224968||N46362||ESTs	0.04	-0.25	-0.38	-0.17	-0.32	-0.15	-0.17	-0.58	-0.01	-0.17	-0.06	-0.23	-0.89	-0.23	-0.43	-0.32	-0.56	-0.18	-0.27	-0.56	0.04	-0.51	-0.49	-0.36	-0.4	-0.18	-0.49	-0.64	-0.36	-0.07	-0.81	-0.3	-0.4		0.57			-0.49	-0.49	-0.38	-0.2	-0.43	-0.23	-0.67	-0.47	-0.56		-0.09	-0.58			0.47	-0.27			-1.09	-0.01	-0.38	-0.21		-0.19	-0.16	-0.07		-0.05	-0.02	0.51	-0.02	1.26	-0.66	1.12	-0.49		-0.12	-0.23	0.1	0.43			0.27	-0.61			1.22			-0.87
IMAGE:770337	chr17|nt22634152||AA434005||Homo sapiens mRNA for TL132	-0.04	-0.06	-0.23	0.1	-0.12	0.67	1.53	-0.76	0.26	-0.27	0.1	-0.12	-0.4	-0.12	-0.45	0	-0.58	-0.03	-0.2	-0.01	0.07	-0.67	-0.1	-0.1	-0.14	0	0.23	-0.4	-0.25	0.03	-0.36	0.03	0.07	0.2	0.18	-0.38	0.03	-0.3	-0.25	0.1	-0.27	-0.64	0.07	0.03	-0.07	0.26	1.02	1.56	-2.41	0.48	-0.67	-1.83	1.04		0.42	0.2	-0.65	-0.58	-0.93		-0.21	-0.52	0.67	0.21	-0.51	-1.45	-0.45	0.58	-0.65	0.72	-0.34	-0.36	0.02	-0.31	0.07	1.43	-0.41	-0.13	0.02	1.74	0.21	-0.15	0.22	1.48	-0.29	0.53	0.84
IMAGE:39798	chr17|nt22813230|17p11.2|R52639|SHMT1|serine hydroxymethyltransferase 1 (soluble)	0.38	0.19	0.28	0.29	0.16	-0.42	-0.29	-0.23	0.18	0.64	-0.1	-0.22	-0.1	0.31	0.7	0.16	-0.1	0.11	0.11	0.12	0.33	0.06	0.3	0.06	0.1	0.01	-0.45	0.08	-0.03	0.37	-0.12	0.07	-0.01	0.2	0.25	-0.23	0.14	-0.2	-0.18	0.03	0.01	-0.07	0.15	0.19	0.2	-0.25	0.87	1.42	0.59	2.07	-0.39	0.75	0.05	-0.02	-0.43	-0.15	0.61	-0.9	-0.5	-0.33	0.36	0.65	-0.68	-0.05	-0.53	-0.61	0.61	0.21	-1.05	-0.27	0.08	-0.36	-0.07	-0.27	-0.1	0.69	0.52	-0.1	0.32	-0.24	-0.3	0.17	0.23	0.54	0.59	0.95	0.12
IMAGE:266094	chr17|nt22860093|17p12-17p11.2|N21546|TOP3A|topoisomerase (DNA) III alpha	0.62	0.42	0.41	0.4	0.3	0.01	0.14	0.15	0.38	-0.01	-0.01	0	0.12	0.16	0.08	0.23	0.25	0.19	0.07	0.08	-0.14	0.39	0.36	0.23	0.32	0.15	0.3	0.21	0.08	0.71	0.36	0.25	0.01	0.01	0.25	0.12	0.16	0.25	0.14	0.21	0.21	0.54	0.23	0.34	0.43	0.19	1.2	0.79	0.93	1.14	-0.06	0.27	-0.34		0.27	-0.52	0.21	0.01	-0.21	-0.11	0.25	0.03	0.31	-0.69	-0.4	0.07	0.59	0.14	-0.62	0.43	-0.55	-0.59	0.03	-0.37	0.01	0.67	0.36	-0.01		0.29	-0.21	-0.49	0.46	0.09	0.45	0.63	-0.29
IMAGE:826204	chr17|nt23022468|17p11.2|AA521453|FLII|flightless I (Drosophila) homolog	-0.54	-0.34	-0.27	-0.42	-0.23	-0.03	-0.42	-0.22	0.2	-0.1	0.28	0.1	-0.32	0.36	0.01	0.08	-0.15	0.15	0.03	0.1	0.39	-0.01	-0.12	-0.17	-0.1	0.16	-0.32	-0.18	-0.1	0.08	-0.2	-0.4	-0.3	-0.07	0.14	-0.69	-0.1	-0.36	-0.23	-0.45	0	0.06	0.07	-0.45	-0.69	-0.56		-0.63	-0.95		1.26	0.54		1.56	0.11	-0.13			-0.57	0.27		0.94		0.38		-0.43		0.54		-0.9	0.52	-0.83		-0.15		-0.95	-1.93				-1.2		1.04				
IMAGE:45641	chr17|nt23917338|17q11.2|H08467|MAP2K3|mitogen-activated protein kinase kinase 3	0.23	0.52	0.4	0.39	0.53	-0.36	0.19	-0.38	-0.14	-0.06	0.1	-0.25	0.58	0.31	0.19	0.16	0.14	0.24	0.21	-0.07	0.06	-0.23	0.12	0	0.04	0.25	-0.09	-0.1	0.16	0.4	0.07	0.23	0.3	0.29	0.15	-0.09	0.21	-0.09	-0.03	0.15	0.1	0.21	0.19	0.25	0.36	0.51	0.49	0.58	0.62	-0.42	0.16	0.33	-0.67	-0.19	1.05	-0.08	0.36	-0.01	-0.01	0.14	-0.06	0.32	0.07	-0.28	0.12	0.03	0.51	0.17	-1.01	-0.06	-0.19	-0.06	0.21	-0.15	0.07	0.22	-0.61	-0.15	-0.47	0.17	-0.15	0.17	0.07	-0.1	-0.19	-0.12	0.47
IMAGE:196148	chr17|nt24210265||R92352||Homo sapiens mRNA; cDNA DKFZp762H185 (from clone DKFZp762H185)	0.1	0.23	0.1	0.16	0	0.24	-0.03	-0.01	-0.01	0.16	-0.29		0.15	-0.01	0.18	0.08	-0.12	0.08	-0.2	-0.07	0.41	0.03	-0.12	0.16	0.03	0.03	-0.09	-0.14	-0.1	0.3	-0.12	0.33	0.28	0.14	0.33	-0.01	0.12	0.08	-0.04	-0.04	0.18	-0.07	0.14	0.14	0.25	0.25	-0.67	-0.73	-2.31	0.02	-1.18	-0.4	-0.06		-0.04	0	0.01	0.3	-0.17	-0.67	0.23	-0.3	-0.14	-0.14	0.01	0.73	0.23	-0.25	0.56	0.41	0.06	0.3	-0.37	-0.16	-0.29	0.63	-0.44	0.18		0.21	-0.57	0.36	-0.55	0.12	0.51	0.13	0.83
IMAGE:510032	chr17|nt24214261|17|AA053051|PMI|putative receptor protein	0.1	0.03	-0.01	0.21	0.04	-0.09	0.16	-0.1	-0.1	-0.23	0.08	-0.18	0.29	0	0.32	-0.01	0.1	-0.15	-0.04	0.26	0.57	-0.97	0.12	-0.17	-0.22	-0.1	-0.22	-0.07	0.06	-0.18	0.01	-0.12	-0.01	0.08	0.19	-0.17	-0.17	0.04	-0.06	0.18	0.06	0.23	0.08	-0.07	0.24	0.24	0.59	1.08	0.46	0.5	-0.05	0.82	-0.6	0.78	0.13	-0.09	0.36	-0.16	0.54	0.51	-0.24	0.38	-0.06	-0.2	-0.4	0.23	-0.06	-0.29	0.29	-0.25	-0.38	-0.36	-0.16	0.08	-0.24	0.48	-0.11	-1.27	-0.47	0.14	0.43	-0.17	-0.14	0.06	-0.02	-0.02	0.53
IMAGE:246661	chr17|nt28263913|17|N57723|DKFZP564A122|DKFZP564A122 protein|(2)	0.01	-0.15	0.05	-0.53	0.13	0.01	0.11	0.15	0.46	-0.6	-0.04	0.1	-0.1	0.09	-0.01	0.07	-0.47	-0.02	-0.12	0.1	-0.29	0.17	-0.04	0.32	-0.1	-0.11	-0.31	0.12	0.04	-0.1	-0.07	0	-0.08	0	-0.07	-0.16	-0.05	-0.03	0.07	-0.06	0.11	0.23	0.01	-0.11	0.12	0.07	-0.74	-0.49	0.24	-0.17	-0.93	-0.24	0.67	-0.03	-0.09	0.09	-0.17	0.07	-0.57	-0.61	0	-0.21	0.66	0.04	2.41	-0.6	0.19	-0.63	0.22	0.11	0.3	-0.1	1.05	-0.27	0.39	0.73	-1.06	0.64	-0.28	0.16	-0.42	0.25	-0.83	0.3	-0.32	0.26	0.16
IMAGE:220655	chr17|nt28552955||H88142|KSR|kinase suppressor of ras	0.1	-0.09	-0.18	0.01	-0.17	0.34	-0.07	0.23	0.36							0.01		-0.18		-0.15	0	-0.2	-0.22	0.58	-0.12	-0.04	-0.17		-0.01	-0.4	-0.04	0.11	0.1	0.1	0.08	-0.2	-0.23	0.24	-0.12	-0.18	0.11	-0.14	0.16	-0.18	-0.09	0.38	0.15	-0.09				0.98	-0.31	1.7	0.28	-0.49	-0.79	-0.46			0.32	-0.05	0.36	-0.04	-0.24	-0.25	0.75	-0.49		0.67	0.14	-0.46	0.5	-0.71	-0.42	-0.46	-0.36	0.39		-1.25	-0.33		0.62	0.39			
IMAGE:770192	"chr17|nt28602741|*11|AA434102|LGALS9|lectin, galactoside-binding, soluble, 9 (galectin 9)"	0.08	0.24	0.2	0.11	0.18	0.31	0.24	0.37	0.51	-0.12	0.26	0.24	0.39	-0.17	-0.29	-0.03	-0.01	0.07	-0.25	-0.09	0.06	-0.25	-0.2	0.36	-0.15	0.18	-0.15	-0.3	0	-0.23	-0.14	0.36	-0.01	0.32	0.43	0.01	0.1	-0.17	0.04	0.21	0.28	0	0.03	0.24	-0.09	0.81	-4	-4.12	-3.12		-0.24	0.03	0.57	-0.82	-1.16	0.71	-0.08	-0.42	-0.94	0.07	0.47	0.32	0.46	0.67	0.84	0.51	1.82	0.05	-0.36	0.63	0.19	0.43	0.36	-0.14	-0.21	-1.39		-0.19	-0.2	-1.17	0.11	0.54	-0.02	-1.75	0.15	0.29	-0.14
IMAGE:418394	chr17|nt28867964||W92795||ESTs	0.07	-0.12	0.12	0.04	-0.27	0.19	0.08	0.38	0.25	-0.25	-0.34	-0.36	0.29	0.03	-0.23	0.21	-0.17	0.1	-0.49	-0.18	0.25	-0.49	-0.14	0.8	-0.18	-0.06	-0.64	-0.3	0.04	0.08	-0.36	-0.12	-0.27	0.01	-0.3	-0.42	-0.62	-0.79	-0.3	-0.27	0.24	-0.18	-0.22	-0.09	0	0.96		-0.08			-0.51		-0.35		0.08	-2.05	0.61	0.22	-0.47	1.11	-0.23	-0.1	-0.31	-0.53	0.06	-0.1	-0.11	-0.35		-0.51	-0.1	0.1	0.55	0.84	0.88	-0.08	0.13		0.31		0.73		0.41	-0.29			
IMAGE:321455	chr17|nt29055385|17|W32440|KIAA0524|KIAA0524 protein	0.25	-0.25	0	-0.12	-0.03	0.29	-0.29	1.08	0.33	-0.12	0.2	0.25	0.48	0.31	0.03	0.38	-0.27	0.18	-0.18	-0.18					-0.23	0.24	-0.4	0.08	0.33	0.32	-0.15	-0.14	-0.22	0.11	0.21	-0.54	0	-0.25	-0.15	-0.12	-0.18	-0.07	0.04	-0.3	-0.09	1.34	-0.24	0.52	0.21		-0.66	1.23	0.11		-0.53	-0.43	0.22	0.36	0.7	-0.09	0.35	1.13	-0.63	-1.63	1.1	-0.16	0.3	0.3		0.13	-0.55	-0.19	0.03	0.09	-1.38	-0.09	0.28	0.6		-0.94	-0.77		-1.2	1.27			0.97
IMAGE:488642	chr17|nt29094964||AA045815||ESTs						0.11		0.48		-0.32	-0.29	0.25	-0.14	-0.27	-0.51	-0.01	-0.4	-0.18	-0.34	-0.09	0.03	-0.34	-0.29	0.7	-0.2	0.03	-0.51	-0.25	-0.04	-0.03	-0.71	-0.12	-0.32	-0.17	0.11	-0.3	0	-0.42	-0.43		-0.14	-0.58	-0.2				0.8	0.87	0.87	0.9	0.15	-0.45	0.93	0.48	-0.01	-0.16	0.19	-0.58	0.38	-0.42	0.06	0.67	-0.7	-0.31	1.44	-0.29	0.53	0.02	-0.29	0.28	-0.36	-0.47	0.09	0.35	0.64	-0.4	-0.05	-0.2	-0.72	-0.45	-0.53	-0.38	0.13	0.21	-0.65	-0.13	1.17
IMAGE:781444	chr17|nt29098928|17|AA428604|DKFZP586F1524|DKFZP586F1524 protein	0.24	0.32	0.14	0.15	0.21	0.03	0.01	0.88	0.56	-0.29	-0.18	-0.1	0.32	0.14	-0.15	0.15	-0.22	0.11	-0.2	0.19	0.12		-0.04	1.29	0	0.08	-0.17	0.07	0.19	0.16	-0.29	0.01	0.23	-0.04	0.23	-0.12	-0.03	-0.23	-0.18	-0.03	0.11	-0.12	0.14	0.1	0.16	1.45	1.11	1.34	2.62	1.72	-0.46	0.58	0.66	-0.03	0.06	-0.36	0.34	-0.88	0.14	0.33	-0.31	0.64	-0.52	-0.08	1.69	0.18	0.19	-0.1	-0.26	0.1	-0.7	-0.33	-0.61	-0.01	0.21	0.38	-0.23	-0.64	-0.74	-0.23	-0.55	0.03	-0.06	0.34	-0.28	-0.16	1.77
IMAGE:813184	"chr17|nt29109417|17q22-q23|AA456314|TNFAIP1|tumor necrosis factor, alpha-induced protein 1 (endothelial)"	-1.15	-0.58	-0.45	-0.36	-0.49	0.15	0.03	0.53	-0.09	0.12	0.26	0.14	0.06	0.16	0.28	-0.09	0.2	0.03	0.12	0.2	-1	-0.09	-0.58	0.2	-0.92	-0.18	-0.09	-0.23	-0.43	-0.84	-0.14	0.2	0.04	0.04	0.25	0.08	-0.14	-0.17	0.19	-0.6	0.29	0.25	0.08	-0.45	-0.69	0.49	0.54	0.08	1.09	1.26	-0.51	0.8	0.06		0.25	0.06	0.08	0.58	-0.4	0	0.05	0.25	-0.6	0.42	1.91	0.05	0.89	-0.5	0.92	-0.2	-0.06	-0.4	0.62	0.04	-0.19	-0.07		0.35	-0.5	-1.19	-1.01	-0.46	-1.19	-0.42	-0.8	-0.35	1.52
IMAGE:292388	chr17|nt29126614||N62562|LOC55977|hypothetical protein 24636|(2)	0.17	0.15	0.18	0.12	0.05	-0.11	-0.07	0.59	0.24	-0.21	-0.06	-0.19	0.41	0.28	0.1	0.06	-0.06	0.22	0.24	0.12	0.06	-0.19	-0.02	0.64	-0.22	-0.05	-0.2	-0.04	0.17	-0.06	-0.1	-0.02	-0.01	0.08	0.06	-0.1	-0.06	-0.21	-0.04	-0.03	0.07	0.41	-0.06	-0.11	0.15	1.14	1.14	1.3	1.56	1.52	0.13	-0.34	0.73	0.25	0.12	-0.19	0.21	-0.55	-0.31	-0.14	-0.03	-0.2	-0.15	-0.7	1.31	-0.04	0.27	-0.67	-0.32	0.01	-0.17	-0.79	-0.29	0.02	0.5	0.67	-0.13	-0.5	-0.52	0.43	-0.07	-0.29	0.09	-0.1	-0.13	-0.21	2.14
IMAGE:210873	chr17|nt29208134|17q11|H66312|PPY2|pancreatic polypeptide 2	-0.09	0.39	-0.09	-0.22	-0.15	-0.18	0.18	-0.51	0	0.1	-0.17	-0.09	0.04	0.24	-0.25	-0.51	-0.07	-0.2	0.03	0.16	0.63	-0.36	-0.3	0.46	-0.32	-0.38	-0.6	-0.47	-0.01		-0.12	0.1	0.15	-0.15	0.06	-0.09	-0.17	-0.03	0.08	-0.07	-0.01	-0.09	0	-0.17	0.07	-0.07	-0.3	-0.35		-0.44	-0.23	0.47	-0.15		-0.21	-0.76	0.14	0.31	0.55	0.63	-0.94	-0.01	0.04	0.21	0.2	-0.94	0.24	-0.43	0.18	-0.38	-0.16	-0.06	1	-0.3	-1.4	-0.5	-0.17	1.07		-0.47	0.47		0.28	-0.36	0.86	0.28	0.4
IMAGE:142551	chr17|nt29260351|17q11.2|R70769|LOC51701|nemo-like kinase	-0.18	-0.07	0.06	-0.14	-0.03	0.31	-0.25	0.43	0.21	-0.58	0.1	0.11	-0.04	-0.29	-0.56	-0.07	-0.34	-0.03	-0.36	-0.04	0.01	-0.17	-0.17	0.81	-0.07	0.14	-0.09	-0.07	0.08	-0.03	-0.09	0.07	-0.06	0.06	0.16	-0.32	-0.03	-0.07	-0.2	-0.18	-0.07		0.01	-0.23	-0.22	-0.34	0.52	0.3	0.08	0.27	0.53	1.17	-0.23		-0.78	-0.8	0.2	0	0.14	0.54	-0.18	0.09	-0.34	-0.01	1.73	-0.64	0.56	0.33		-0.23	-0.36	-0.51	0.48	0.31	-0.18	0.06	-0.28	-0.3		0.04	-0.42		-0.53	-0.41		0.01	-0.06
IMAGE:838389	chr17|nt29562860|17q11.2|AA457199|UNC119|unc119 (C.elegans) homolog	-0.84	-0.34	-0.54	-0.62	-0.38	0.37	-0.67	0.54	0.08	-0.03	0.26	0.23	0.12	0.07	-0.22	0.19	-0.14	0.03	-0.36	-0.17	0.24	-0.04	-0.1	0.41	-0.34	0.1	-0.27	-0.06	0.11	-0.22	-0.36	-0.12	-0.1	0.21	-0.03	-0.17	0.04	0.06	-0.12	-0.54	-0.07	-0.18	0.08	-0.71	-0.51	0.68	0.95	1.28	0.54	1.27	-0.18	0.23	0.16	0.99	-0.55	-1.12	-0.3	-0.52	0.2	0	-0.06	0.37	-0.24	0.52	1.43	-0.53	1.25	-0.6	0.2	-0.17	-0.45	-0.5	-0.35	0.4	0.13	-0.35	-0.45	-0.27	-0.61	0.14	-0.6	0.2	-0.41	0.1	-0.19	0.39	1.67
IMAGE:270327	"chr17|nt29569539||N33030||Homo sapiens HSPC309 mRNA, partial cds|(2)"	0.39	0.32	0.28	0.09	0.36	0.2	0.19	0.39	0.56	0.11		0.25	0.11	0.29	-0.21	0.25	0	0.05	-0.12	0.25	0.19	-0.01	-0.11	0.9	0.05	-0.02	-0.14	0.11	-0.04	0.1	0.15	0.09	0.09	-0.05	0.02	-0.1	-0.01	0.04	-0.1	0.15	-0.13	-0.39	-0.04	0.18	0.4	1.26	0.73	0.1	2.74	1.74	-0.66	-0.15	-0.12	0.96	-0.11	-0.34	-0.05	-0.22	0.14	-0.28	-0.06	0.84	-0.16	-0.99	0.65	-0.33	0.47	0.35	0.81	0.08	-0.26	-0.49	0.07	0.47	-0.36	-0.01	0.1	-0.25	-0.35	-0.14	-0.48	0.2	-0.06	0.24	-0.66	0.86	0.93
IMAGE:23831	"chr17|nt29589272|17cen-q12|R39463|ALDOC|aldolase C, fructose-bisphosphate"	-0.04	0.04	0.19	0.12	0.11	0.23	0.16	0.82	0.46	0	0.32	0.39	0.24	0.07	-0.07	0.16	-0.12	0.33	-0.07	0.31	0.38	-0.1	0.04	1.07	0.1	0.39	-0.06	0.5	0.41	0.26	0.01	0.24	0.07	0.15	0.38	-0.01	0.19	-0.03	-0.06	-0.07	-0.1	-0.03	0.24	-0.17	0.1	1.41	-0.72	1.54	2.21	0.96	-0.05	-0.44	1.63	0.11	-0.53	0.85	0.02	0.02	0.36	0.86	1.05	-0.26	-0.59	0.11	0.21	-0.01	-0.07	0.94	0.9	-0.72	-0.62	-0.33	-0.11	0.86	-2.03	0.67	-0.79	-0.47	-0.09	0.23	-0.53	-1.21	-0.33	0.19	-0.31	-0.69	1.11
IMAGE:35191	chr17|nt29664741|17q11.2|R24974|SDF2|stromal cell-derived factor 2|(2)	0.07	-0.1	0.12	0.18	0.06	0.3	0.07	1	0.49	-0.06	0.18	0.27	0.36	0.17	-0.1	0.33	-0.1	0.27	0.04	0.25	0.3	-0.08	0.07	1.12	0.01	0.31	-0.14	0.29	0.31	0.2	-0.16	0.13	-0.2	0.09	0.38	-0.38	0.07	-0.19	-0.05	-0.15	0.15	-0.12	0.18	-0.15	0.07	1.4	0.4	0.75	1.24	1.56	-0.53	-0.44	0.59		0.18	0.11	0.51	-0.7	0.39	-0.18	0.09	1.08	-0.81	-0.03	1.64	0.02	0.28	-0.17	0.57	-0.01	-0.15	-0.16	-0.49	0.3	-0.89	0.37	-0.38	-0.64	-0.73	-0.13	-0.42	-0.18	-0.59	0.5	-0.6	0.18	1.43
IMAGE:180195	chr17|nt29678440|17q11.2|R85545|SUPT6H|suppressor of Ty (S.cerevisiae) 6 homolog	0.3	0.39	0.4		0.11	0.15	0.2	0.7	1.21	0.18	0.2	0.15	0.88	0.24	0.11	0.31	0.14	0.49	0.11	0.26	-0.56	-0.18	0.41	1.01	0.16	0.12	0.11	0.39	0.5	0.18	0.21	0.42	0.25	0.29	0.3	0.08	0.11	-0.22	0.12	0.31	0.24	0.79	0.4	0.11	0.41	1.29		-0.07	1.01	0.49	1.24	0.59			-0.11	-0.95	0.07		0.1	-1.04	-0.31	0.37		0.88	1.72	-1.83	0.12	-0.63				-0.95	-0.73	-0.11	-0.11	-0.21		-0.01					1.9				
IMAGE:811059	"chr17|nt29731785||AA485449||ESTs, Weakly similar to RB36_HUMAN RAS-RELATED PROTEIN RAB-36 [H.sapiens]"	-0.22	-0.14	-0.25	-0.25	-0.01		-0.38	0.66		-0.27	-0.04	0.34	-0.04	-0.27	-0.23	-0.15	-0.47	-0.1		-0.09		-0.38	-0.09	0.52	0.01	0.31	-0.14	-0.01	0.1	0.04	-0.17	-0.43	-0.14	-0.06	0.01	-0.29	0.03	-0.14	-0.3	-0.07	-0.27	-0.51	-0.06	-0.29	-0.14	0.83	-2.92	1.2			-0.37		-0.29			0.7	0.08		-0.5		-0.06	0.46		0.48	1.62		-1.08	0.15				-0.16		-0.28		0.94		-0.37	-0.53		-0.75	0.11	-0.2	-0.44		0.58	
IMAGE:898312	chr17|nt29749871|17q11-q12|AA598826|TRAF4|TNF receptor-associated factor 4	0.31	0.54	0.41	0.51	0.18	-0.01	0.25	0.65	0.53	0.04	0.11	-0.01	0.25	0.15	0.11	-0.09	-0.17	0.28	0.08	0	0.34	-0.64	0.03	0.84	0.14	0.11	0.06	0.2	-0.09	0.32	0	0.03	0.12	0.16	0.12	0.07	0.07	2.64	0	0.23	0.11			-0.04	0.15	1.27	0.1	0.51	0.65	0.5	-0.49	-0.42	0.04	0.69	0.18	-0.39	-0.15	-0.44	-0.13	-0.12	-0.29	0.09	-0.83	0.09	1.4	0.11	0.26	-0.23	0.56	-0.29	-0.79	-0.64	0.24	-0.23	0.09	0.1	0.19	-1.05	1.6	-0.29	-0.26	0.02	-0.08	0.05	-0.55	-0.12	1.97
IMAGE:347348	chr17|nt29763245|17|W81185|FLJ10700|hypothetical protein FLJ10700	-0.2	-0.01	0.01	-0.1	-0.14	0.44	-0.25	0.84	0.49	-0.17	-0.2	0.28	0.07	0.19	-0.01	0.19	-0.56	0	-0.27	0.04	0.2	-0.18	-0.17	0.87	-0.1	0.11	-0.42	0.29	0.04	-0.09	-0.18	0.07	-0.03	0.01	0.19	-0.43	-0.38	2.79	-0.3	-0.27	0.04	-0.4	0.06	-0.62	-0.2	1.13	0.48	-0.02	0.56	0.52	-0.52	-0.15	0.01	0.78	-0.44	-0.79	0.07	-0.59	-0.59	-0.72	-0.27	-0.3	-0.57	0.59	2.1	-0.29	0.71	-0.64	1.54	0.19	0.04	-0.68	-0.3	-0.59	-0.22	0.04	-0.16	-1.52	3.45	0.18	-0.3	-0.57	-0.04	-0.16	-0.52	0.18	1.13
IMAGE:156386	chr17|nt29867479|17q11-q12|R72913|FLOT2|flotillin 2	-0.15	0.07	0.01	0.15	0.1	0.38	0.25	0.88	0.68	-0.25	0.37	0.1	0.1	-0.42	-0.1	-0.15	-0.18	-0.09	-0.4	0.21	-1.79	0	-0.18	0.6	0.11	0.12	-0.03	-0.06	0.2	-0.01	-0.07	0.19	0.21	0.08	0.18	-0.04	0.16	1.89	0.01	-0.18	0.1	-0.15	0.07	-0.1	0.06	1.41	0.69	1.3	0.51	0.27	-0.57	0.08	0.07	-0.11	-0.79	0	-0.61	-1.01	-0.09	-0.59	-0.37	0.32	-0.54	-0.01	2.28	-0.15	0.46	-0.3	-0.12	-0.34	-0.08	-0.5	-0.04	-0.57	-0.66	-0.48		-0.66	4.16	0.11	-0.61	-0.19	-0.27	0.12	-0.22	0.26	2.05
IMAGE:781222	chr17|nt30061460|17|AA446222|TIAF1|TGFB1-induced anti-apoptotic factor 1						0.53		0.62		-0.32	0.38	0.31	0	-0.23	-0.34	-0.09	-0.22	-0.01	-0.15	-0.17	0.16	-0.15	-0.29	0.44	-0.06	0.06	-0.18	0.07	-0.03	0.19	-0.32	0.25	-0.17	-0.07	0.08	-0.01	0.01	1.63	0		0.11	-0.15	-0.09		-0.54		1.04	0	0.58	0.32	-0.38	-1.2	0.19	0.12	0.59	-0.62	-0.54	-0.71	-0.04	-0.53	-0.29	0.04	-0.14	-0.21	1.43	-0.1	0.21	-0.07	0.09	-0.05	-0.56	-0.56	-0.18	-0.21	-0.07	-0.23	0.08	-0.71	2.63	0.57	-0.26	-0.01	-0.21	0.14	0.13	0.43	1.07
IMAGE:839094	"chr17|nt30238268|17q11.2-q12|AA487614|CRYBA1|crystallin, beta A1"	-0.38	-0.06	-0.04	-0.42	0.2	0.16	0.08	0	0.26	-0.54	-0.3	0.08	-0.1	0.15	-0.18	-0.03	-0.12	-0.04	-0.58	0.31	-0.06	0.19	-0.18	0.34	-0.42	-0.15	-0.09	-0.17	0.23	-0.17	0.01	-0.25	0.06		0.1	-0.32	-0.18	0.82	-0.25	-0.17	-0.14	-0.22	0.01	-0.06	0.23	0.75	0.25	0.55	0.23	0.72	-0.18	-0.74	1.03		0.22	0.22	0.35	-0.23	0.17	-0.02	-0.45	0.58	-0.13	0.31	0.03	-0.03	-0.32	0.87	-0.2	-0.13	0.55	0.08	-0.03	-0.52	-0.59	0.01	0.04	-0.12		-0.5	-0.43		-0.07	0.3	-0.37	0.01	0.25
IMAGE:769003	"chr17|nt30245586||AA424756||Homo sapiens cDNA FLJ10976 fis, clone PLACE1001399"	-0.15	-0.12	-0.09	-0.2	-0.14	0.11	-0.54	0.74	-0.43	-0.18	-0.01	0.25	0.71	0.01	-0.07	0.16	-0.4	0.16	-0.14	-0.04	-0.14	-0.25	0.15	1.05	-0.09	0.03	-0.43	0.26	0.1	-0.01	-0.38	-0.17	-0.47	-0.14	0.11	-0.6	-0.03	2.45	-0.36	-0.36	-0.06	-0.29	0.04	-0.38	-0.04	1.19	-0.35	-0.89		0.08					0.28	-1.02	-0.24					-0.63	-0.23	-0.32	2.43	-0.64	0.11	-0.83				-0.6		-0.11			-0.6		0.84	-0.16	-0.28	0.1	-0.34	-0.06	0.17	-0.22	2.31
